3 {maxRange=96.72852492102554, maxFlightTime=81.67373304389835, cruiseSpeed=176.15941620287632, maxSpeed=231.2808840955982, loadCapacity=11.143287689708917, maxHeight=3478.741016676184, powerType='Fuel', size=2.4246820050278193, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
4 {maxRange=48.12718135070014, maxFlightTime=56.41112138762497, cruiseSpeed=67.26307876973429, maxSpeed=179.90437254749753, loadCapacity=44.58358396290109, maxHeight=1890.5402728838726, powerType='Hybrid (Fuel + Electric)', size=2.08403741529324, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3305.3619574421546}
3 {maxRange=134.21083530410445, maxFlightTime=153.40293121931632, cruiseSpeed=238.28022005464695, maxSpeed=71.91118819022094, loadCapacity=7.753170570143665, maxHeight=4314.498787064285, powerType='Fuel', size=5.8249622869689, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=6}
2 {maxRange=133.77619982918446, maxFlightTime=79.10248512866079, cruiseSpeed=153.23250929462063, maxSpeed=323.7266145186204, loadCapacity=13.901188841812553, maxHeight=5598.300073848144, powerType='Fuel', size=14.672484431856907, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=5.772913373964493}
2 {maxRange=175.35188888890934, maxFlightTime=216.62629872637126, cruiseSpeed=338.46895007012773, maxSpeed=303.3963267783114, loadCapacity=20.47559060931784, maxHeight=4361.308449031509, powerType='Fuel', size=9.710843224364663, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=21.409099954607406}
1 {maxRange=33.51011433024257, maxFlightTime=22.488041852300928, cruiseSpeed=18.46907558990253, maxSpeed=11.323281845294067, loadCapacity=5.4480622003987165, maxHeight=574.5474661732676, powerType='Electric', size=1.1261944998019375, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=145.7953921410735, maxFlightTime=230.87028966555127, cruiseSpeed=167.25528515030578, maxSpeed=528.8916559685779, loadCapacity=49.58341380243402, maxHeight=1457.1484962461032, powerType='Fuel', size=11.828580787668688, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=13.970075024615888}
1 {maxRange=59.5632760527124, maxFlightTime=47.36497504794022, cruiseSpeed=13.820257418652023, maxSpeed=22.386885825055337, loadCapacity=3.6094584489319494, maxHeight=269.6216327479732, powerType='Electric', size=1.8285492606279001, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=57.55391366396463, maxFlightTime=88.03968399839519, cruiseSpeed=144.20546102717665, maxSpeed=284.35566375190024, loadCapacity=35.616956907259684, maxHeight=1217.7081826936133, powerType='Fuel', size=14.335596028160179, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=22.10505960823129}
4 {maxRange=60.084871738550305, maxFlightTime=75.8694943883901, cruiseSpeed=122.01964850493702, maxSpeed=294.81610242019565, loadCapacity=12.464117487525224, maxHeight=2541.4028961136737, powerType='Hybrid (Fuel + Electric)', size=2.056994615654597, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4798.918280968957}
1 {maxRange=58.33355800996311, maxFlightTime=35.51209215408022, cruiseSpeed=6.331274435741943, maxSpeed=28.794549468333294, loadCapacity=5.028412527859672, maxHeight=439.01571947472974, powerType='Electric', size=2.3616265875171942, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=22.94742295035615, maxFlightTime=11.64705399687371, cruiseSpeed=10.57241220165511, maxSpeed=32.95842016333842, loadCapacity=1.5899907380472973, maxHeight=279.47921930554946, powerType='Electric', size=1.6912667193731146, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=63.42093973626575, maxFlightTime=237.54773070683575, cruiseSpeed=287.4651475375941, maxSpeed=486.89596602132167, loadCapacity=13.584698584710218, maxHeight=1150.015901892673, powerType='Fuel', size=17.42148374872357, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=13.35736980938336}
2 {maxRange=105.4251895305378, maxFlightTime=238.49570237558225, cruiseSpeed=345.3597119555206, maxSpeed=423.3982210973545, loadCapacity=40.704279024701776, maxHeight=4735.2244816922375, powerType='Fuel', size=13.455928190340284, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=26.570026915139543}
2 {maxRange=101.83198247725076, maxFlightTime=159.26923074977128, cruiseSpeed=343.07723612758014, maxSpeed=547.3687613175082, loadCapacity=53.11337313878394, maxHeight=3340.6048336253793, powerType='Fuel', size=14.775367996709969, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=8.714537804452}
1 {maxRange=52.022388733245556, maxFlightTime=64.8534036495214, cruiseSpeed=9.972626305017993, maxSpeed=14.70390631657577, loadCapacity=1.5194360440910595, maxHeight=583.195189646566, powerType='Electric', size=2.160168527858645, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=15.283439989059834, maxFlightTime=52.162981332212425, cruiseSpeed=16.284004925531413, maxSpeed=17.495560227846443, loadCapacity=4.411275300470481, maxHeight=520.7233807722387, powerType='Electric', size=0.9257995418738663, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=173.7999708596584, maxFlightTime=197.02476861065495, cruiseSpeed=165.47106260215094, maxSpeed=434.14581850881905, loadCapacity=10.255631715392063, maxHeight=4324.037538275441, powerType='Fuel', size=19.81660168233701, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=27.353007084744263}
2 {maxRange=214.48427088324294, maxFlightTime=118.56907529981811, cruiseSpeed=140.86332320116063, maxSpeed=490.29611456541886, loadCapacity=37.579063157549605, maxHeight=3358.5463497757646, powerType='Fuel', size=5.540736423752286, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=23.45234042980828}
3 {maxRange=118.48618445282018, maxFlightTime=101.34802272649583, cruiseSpeed=218.73387238367604, maxSpeed=339.6440245232178, loadCapacity=12.312378052115278, maxHeight=3113.2876333150302, powerType='Fuel', size=2.04331665134735, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
4 {maxRange=94.94021912077714, maxFlightTime=106.0816087261797, cruiseSpeed=112.57620997035754, maxSpeed=275.51016091802774, loadCapacity=26.00726801335531, maxHeight=7298.71454823836, powerType='Hybrid (Fuel + Electric)', size=3.18840117740829, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3476.3900965853945}
3 {maxRange=43.5567964063091, maxFlightTime=117.462864577068, cruiseSpeed=213.78628134373912, maxSpeed=137.29128867186256, loadCapacity=23.810861812985294, maxHeight=1580.3264614633804, powerType='Fuel', size=5.469125071816328, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=4}
3 {maxRange=176.64153583555145, maxFlightTime=62.84043470787587, cruiseSpeed=72.8838752939433, maxSpeed=200.33171761447025, loadCapacity=18.718831353986715, maxHeight=3040.7687998657593, powerType='Fuel', size=4.119167343181391, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
4 {maxRange=56.19915237953808, maxFlightTime=75.00731147640684, cruiseSpeed=265.6270170675034, maxSpeed=232.04843018008177, loadCapacity=29.70461297903671, maxHeight=6861.908938436233, powerType='Hybrid (Fuel + Electric)', size=2.8723084513693125, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=1346.6508863177041}
3 {maxRange=153.11701691276005, maxFlightTime=110.84410919782204, cruiseSpeed=95.65919812043147, maxSpeed=215.62524995006663, loadCapacity=29.12079862250966, maxHeight=2344.3682509356186, powerType='Fuel', size=2.106830953856007, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=6}
3 {maxRange=63.02082023951665, maxFlightTime=76.69893858426528, cruiseSpeed=169.30481169393985, maxSpeed=217.38480162026883, loadCapacity=27.73869600486448, maxHeight=1672.7544986544763, powerType='Fuel', size=4.423998609299909, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=6}
4 {maxRange=48.78344226355516, maxFlightTime=47.42713450076597, cruiseSpeed=108.02864907550327, maxSpeed=295.3076655289751, loadCapacity=12.721323839176527, maxHeight=4362.704975322927, powerType='Hybrid (Fuel + Electric)', size=2.1863236420810526, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=4331.196510370515}
2 {maxRange=54.814258425341976, maxFlightTime=103.88630713381076, cruiseSpeed=118.65874422495406, maxSpeed=523.533734698145, loadCapacity=47.53380306297284, maxHeight=5666.310737788765, powerType='Fuel', size=19.659255728116484, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=13.324211591298994}
1 {maxRange=19.50166241083911, maxFlightTime=20.870063075681088, cruiseSpeed=10.89902138103726, maxSpeed=18.861355858479797, loadCapacity=2.767969569365616, maxHeight=506.68382742967356, powerType='Electric', size=2.3028724883688687, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=52.5548951851001, maxFlightTime=37.6958397415366, cruiseSpeed=220.96641062296538, maxSpeed=163.54995319460986, loadCapacity=32.17268919970445, maxHeight=7322.466419482699, powerType='Hybrid (Fuel + Electric)', size=1.2521798848794505, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6409.865367891074}
1 {maxRange=43.325622929883615, maxFlightTime=62.65420222653441, cruiseSpeed=17.030386899938343, maxSpeed=36.10744871227562, loadCapacity=4.27784021177577, maxHeight=333.5332663475382, powerType='Electric', size=2.4037376503079964, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=32.50794299183326, maxFlightTime=63.61189155205419, cruiseSpeed=24.088699538572257, maxSpeed=28.763077330385542, loadCapacity=4.840913327799977, maxHeight=125.37671510810735, powerType='Electric', size=2.247602358693669, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=87.67184702445468, maxFlightTime=103.42741875067304, cruiseSpeed=162.11097822630148, maxSpeed=309.65528547384, loadCapacity=24.722811867493064, maxHeight=1962.6901529950524, powerType='Hybrid (Fuel + Electric)', size=1.8344946101480413, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4056.415132395936}
2 {maxRange=134.68267762960534, maxFlightTime=217.02978622457343, cruiseSpeed=128.16608908280028, maxSpeed=431.9853849159333, loadCapacity=25.554022600952493, maxHeight=1065.8566417756683, powerType='Fuel', size=17.980197092025413, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=24.392095745654178}
1 {maxRange=52.68555182855365, maxFlightTime=29.886240982362548, cruiseSpeed=18.82956741781365, maxSpeed=35.70959044109287, loadCapacity=1.6360942975656765, maxHeight=596.4603935666933, powerType='Electric', size=2.2317343606013447, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=235.31188922647942, maxFlightTime=159.85287519017749, cruiseSpeed=203.12581388060798, maxSpeed=557.8286828636215, loadCapacity=49.599698805456704, maxHeight=4872.851794418086, powerType='Fuel', size=16.93515821401607, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=7.0690701265015115}
2 {maxRange=144.1844158359031, maxFlightTime=78.18193369861069, cruiseSpeed=212.0388181394875, maxSpeed=107.53867302969064, loadCapacity=50.725163948956386, maxHeight=5586.4023024049875, powerType='Fuel', size=15.501984142457632, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=10.180546082659788}
2 {maxRange=213.46324716941209, maxFlightTime=98.71680351680376, cruiseSpeed=351.07722409876897, maxSpeed=210.03260246459712, loadCapacity=29.759518879289374, maxHeight=3355.6497953858875, powerType='Fuel', size=19.676252448498424, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=21.674886492692718}
4 {maxRange=54.703554137628885, maxFlightTime=49.52626489927648, cruiseSpeed=153.53374894702964, maxSpeed=173.53171385051968, loadCapacity=45.940350870306006, maxHeight=6538.040671091406, powerType='Hybrid (Fuel + Electric)', size=1.7514787707769683, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1047.102808221233}
4 {maxRange=42.653958701873925, maxFlightTime=97.78247822311491, cruiseSpeed=61.346633906424486, maxSpeed=350.4143493211194, loadCapacity=49.35422764934805, maxHeight=1618.3085967553066, powerType='Hybrid (Fuel + Electric)', size=1.8276203662961934, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6274.311000198727}
4 {maxRange=127.40043274977232, maxFlightTime=78.61000730726442, cruiseSpeed=60.43213988876978, maxSpeed=374.67603941898534, loadCapacity=34.891610996375285, maxHeight=4795.357174068535, powerType='Hybrid (Fuel + Electric)', size=3.98048595526556, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3439.099032543687}
1 {maxRange=22.4830869765293, maxFlightTime=64.3966366285091, cruiseSpeed=9.811946792637103, maxSpeed=30.346653811161115, loadCapacity=4.07967514699742, maxHeight=480.51641173291307, powerType='Electric', size=1.5475434547213192, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=169.48888137337326, maxFlightTime=85.63445453251103, cruiseSpeed=181.74387185268452, maxSpeed=160.51719918972492, loadCapacity=13.661297582480573, maxHeight=892.0178496418889, powerType='Fuel', size=2.019236579521844, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
4 {maxRange=59.8739845825759, maxFlightTime=51.01715328119768, cruiseSpeed=186.66508463002327, maxSpeed=138.91575558744472, loadCapacity=22.667768703388674, maxHeight=4960.180900370465, powerType='Hybrid (Fuel + Electric)', size=3.383552336403722, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6601.327195083907}
4 {maxRange=90.76216012918165, maxFlightTime=52.34956513970273, cruiseSpeed=272.5757781696559, maxSpeed=337.61238477803494, loadCapacity=48.272840953174715, maxHeight=2443.226119734071, powerType='Hybrid (Fuel + Electric)', size=2.9044725344586166, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6191.825144094839}
3 {maxRange=171.76529739894033, maxFlightTime=61.25708987590961, cruiseSpeed=105.72639377848232, maxSpeed=340.7477362249327, loadCapacity=8.735397683476922, maxHeight=1337.7931463789027, powerType='Fuel', size=4.8288755443042835, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
4 {maxRange=88.97193199860718, maxFlightTime=86.58308372557704, cruiseSpeed=97.43719036035168, maxSpeed=241.23943810343732, loadCapacity=21.90117483039655, maxHeight=4068.195829704147, powerType='Hybrid (Fuel + Electric)', size=2.5191252113050684, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6510.547748844203}
1 {maxRange=34.06207830142607, maxFlightTime=52.26616676918205, cruiseSpeed=7.470091809273538, maxSpeed=20.422930601951094, loadCapacity=1.315249635669207, maxHeight=277.638437447759, powerType='Electric', size=2.1436974359786776, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=85.78613877164452, maxFlightTime=69.51873886270464, cruiseSpeed=154.8426835836506, maxSpeed=54.15236178063205, loadCapacity=48.91085201387496, maxHeight=3792.072826939016, powerType='Hybrid (Fuel + Electric)', size=3.3142032045989303, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1689.591642300235}
3 {maxRange=161.3985719883442, maxFlightTime=45.14090438323026, cruiseSpeed=109.55963970357703, maxSpeed=263.7913735074061, loadCapacity=13.100818136155596, maxHeight=829.6382119032514, powerType='Fuel', size=5.314602118198107, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
3 {maxRange=116.3358770417768, maxFlightTime=53.97189322056703, cruiseSpeed=100.08678998780957, maxSpeed=63.87958203983263, loadCapacity=26.41283910863421, maxHeight=1974.1184680774863, powerType='Fuel', size=1.086086090322539, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=7}
2 {maxRange=162.86900073849034, maxFlightTime=144.77100145610615, cruiseSpeed=175.05005980637083, maxSpeed=517.7948618298041, loadCapacity=57.523385483803835, maxHeight=5652.749123410102, powerType='Fuel', size=9.334902653477133, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=26.22469117886785}
1 {maxRange=49.88724243630722, maxFlightTime=14.185362698845775, cruiseSpeed=18.35135066099588, maxSpeed=18.41971574966745, loadCapacity=4.261980421689213, maxHeight=479.1778246783626, powerType='Electric', size=0.5170481142652676, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=50.59323154411469, maxFlightTime=142.44090182014338, cruiseSpeed=226.17178976918743, maxSpeed=344.8911411439346, loadCapacity=20.05855902309499, maxHeight=4055.834040106235, powerType='Fuel', size=2.7531223764167736, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=6}
1 {maxRange=12.781757291008313, maxFlightTime=54.91679755321017, cruiseSpeed=7.041603919246562, maxSpeed=36.52691404548508, loadCapacity=1.292808332168556, maxHeight=583.1008777750831, powerType='Electric', size=1.8578061320435484, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=171.5109701715543, maxFlightTime=153.47067424771993, cruiseSpeed=70.26948302779907, maxSpeed=275.42824171464315, loadCapacity=14.050390278934298, maxHeight=2252.4193585279836, powerType='Fuel', size=3.5901614637995856, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
2 {maxRange=140.07360133549585, maxFlightTime=163.65307163538566, cruiseSpeed=293.0909354996741, maxSpeed=489.0053583801924, loadCapacity=36.21563117057624, maxHeight=3911.6532989043385, powerType='Fuel', size=13.449713232645989, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=13.556519535037024}
4 {maxRange=119.2640028077016, maxFlightTime=118.95575252187702, cruiseSpeed=287.7756919531347, maxSpeed=191.52231014864452, loadCapacity=42.67724351669364, maxHeight=4113.159432543096, powerType='Hybrid (Fuel + Electric)', size=1.4064090335954154, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6319.566285093061}
1 {maxRange=27.951944298946376, maxFlightTime=42.34868508902847, cruiseSpeed=15.87409250935011, maxSpeed=24.830104831525574, loadCapacity=3.260534758959128, maxHeight=133.57866718573837, powerType='Electric', size=0.8464192810453073, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=40.55962089219577, maxFlightTime=43.33957598321638, cruiseSpeed=70.81753527232075, maxSpeed=221.39681203506987, loadCapacity=28.439038267237585, maxHeight=5131.270643017759, powerType='Hybrid (Fuel + Electric)', size=1.3130416178676783, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3562.273069948282}
2 {maxRange=232.84830482767563, maxFlightTime=159.8917601288411, cruiseSpeed=303.29524491173424, maxSpeed=120.41446097612447, loadCapacity=18.86034713773245, maxHeight=5908.884513013852, powerType='Fuel', size=16.501369397106608, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=18.579556135152387}
4 {maxRange=99.9786136187077, maxFlightTime=88.32954377782941, cruiseSpeed=281.5270101675289, maxSpeed=199.0557522443576, loadCapacity=27.757543892685042, maxHeight=4628.4047433001015, powerType='Hybrid (Fuel + Electric)', size=2.790515765673981, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3558.4226271415546}
2 {maxRange=195.39218060585335, maxFlightTime=157.8847613201442, cruiseSpeed=236.97092272239067, maxSpeed=585.1975417791818, loadCapacity=31.157751038392554, maxHeight=3301.509765985066, powerType='Fuel', size=16.296247431303634, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=14.475889036209603}
1 {maxRange=49.66195966219564, maxFlightTime=21.909851659735683, cruiseSpeed=12.868428735475206, maxSpeed=28.756574167305832, loadCapacity=5.553717789427223, maxHeight=513.7966472136461, powerType='Electric', size=2.0450474499846774, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=102.7416952871265, maxFlightTime=77.228408300864, cruiseSpeed=199.2327174201853, maxSpeed=227.87983649971176, loadCapacity=17.34159706885147, maxHeight=4665.357942995406, powerType='Hybrid (Fuel + Electric)', size=3.009142718206504, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=1113.0693459889194}
1 {maxRange=11.132334954820225, maxFlightTime=66.74545161060873, cruiseSpeed=6.842856188068922, maxSpeed=28.248767785213616, loadCapacity=4.931801576838356, maxHeight=550.8402813890367, powerType='Electric', size=2.278995930952923, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=142.1603144679682, maxFlightTime=98.26718399984114, cruiseSpeed=86.43577391335225, maxSpeed=53.32135926551664, loadCapacity=17.213706193681297, maxHeight=1224.978892252695, powerType='Fuel', size=3.766306479078719, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=6}
4 {maxRange=44.424210173948374, maxFlightTime=107.00880654479926, cruiseSpeed=298.065055338178, maxSpeed=223.36920912001145, loadCapacity=40.67281052649375, maxHeight=6726.942508307741, powerType='Hybrid (Fuel + Electric)', size=2.724358679408072, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5862.349171542697}
2 {maxRange=79.0921941398532, maxFlightTime=86.30960421465286, cruiseSpeed=243.44184625147318, maxSpeed=367.77835665312205, loadCapacity=41.64390392358324, maxHeight=4918.56386743871, powerType='Fuel', size=9.371772125879964, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=29.460158937494985}
3 {maxRange=165.75007503547195, maxFlightTime=69.83654600296727, cruiseSpeed=102.50582982838156, maxSpeed=178.1574416913568, loadCapacity=15.397278016966302, maxHeight=3827.140499059176, powerType='Fuel', size=5.6902976786405794, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
1 {maxRange=18.409699034005193, maxFlightTime=34.54563302593456, cruiseSpeed=15.051930168301643, maxSpeed=26.84984521151856, loadCapacity=5.677682184737522, maxHeight=259.2666441301551, powerType='Electric', size=1.7040114680516807, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=72.31915490958465, maxFlightTime=74.86623917145599, cruiseSpeed=149.33242254322326, maxSpeed=152.24331507673713, loadCapacity=6.476240057099962, maxHeight=2980.628462079565, powerType='Fuel', size=5.235209776425084, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=4}
4 {maxRange=105.72934925886534, maxFlightTime=116.0771648780595, cruiseSpeed=276.6601705005213, maxSpeed=234.04053567998182, loadCapacity=13.197999749180426, maxHeight=6180.557893654215, powerType='Hybrid (Fuel + Electric)', size=1.4377064463484002, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2226.1689563332857}
2 {maxRange=64.84596812108563, maxFlightTime=136.6304714741312, cruiseSpeed=370.00640742914936, maxSpeed=301.18287175578473, loadCapacity=41.990847453876384, maxHeight=5779.99129166436, powerType='Fuel', size=5.391234558382311, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=24.43538833030552}
2 {maxRange=237.9016017670146, maxFlightTime=68.10316524733685, cruiseSpeed=220.7830407008123, maxSpeed=437.1940566625478, loadCapacity=51.011032053219175, maxHeight=1775.6390996479633, powerType='Fuel', size=14.188506926185125, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=17.316825008849452}
1 {maxRange=32.39887793124721, maxFlightTime=20.22169346123146, cruiseSpeed=6.578569878578147, maxSpeed=13.68980652509904, loadCapacity=2.90644139741789, maxHeight=431.13155466550734, powerType='Electric', size=2.0768013538768773, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=49.5366409622864, maxFlightTime=36.594688213504206, cruiseSpeed=10.214128116531176, maxSpeed=25.115263481950205, loadCapacity=3.309961863955798, maxHeight=285.5360706971928, powerType='Electric', size=2.3234405760599093, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=129.05810135752517, maxFlightTime=34.99231987391287, cruiseSpeed=162.29960118443728, maxSpeed=154.14055627552148, loadCapacity=26.458091523256, maxHeight=5921.236808356059, powerType='Hybrid (Fuel + Electric)', size=3.9540222071113904, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=1607.6481114670032}
1 {maxRange=25.64917758232467, maxFlightTime=27.108420588383694, cruiseSpeed=15.616334823382662, maxSpeed=15.76412264153727, loadCapacity=4.859165644795148, maxHeight=254.10749484727742, powerType='Electric', size=0.7632164460186561, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=233.5799281360037, maxFlightTime=73.75227129902387, cruiseSpeed=223.83480491120633, maxSpeed=580.9995313913, loadCapacity=26.088334497141226, maxHeight=3740.1633959651094, powerType='Fuel', size=8.398003458659844, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=34.95702669237535}
2 {maxRange=56.996626170996436, maxFlightTime=78.92147467320706, cruiseSpeed=240.66987586248783, maxSpeed=130.4209259545954, loadCapacity=34.09357239969696, maxHeight=3359.3384932929143, powerType='Fuel', size=12.861559001967557, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=34.75145741837376}
3 {maxRange=101.61720152763438, maxFlightTime=60.101191798388854, cruiseSpeed=105.63953419707246, maxSpeed=272.53254733246865, loadCapacity=9.52313347274858, maxHeight=1298.8532973471506, powerType='Fuel', size=2.4578918661595375, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
4 {maxRange=97.0820908438721, maxFlightTime=68.17354816921053, cruiseSpeed=94.37965169307049, maxSpeed=103.28356402050272, loadCapacity=13.848892921100706, maxHeight=4454.098478417965, powerType='Hybrid (Fuel + Electric)', size=1.62040192641813, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=5760.617322734423}
3 {maxRange=173.5202701531131, maxFlightTime=77.11574363866698, cruiseSpeed=59.23575074595211, maxSpeed=292.8476985061068, loadCapacity=10.055303824828952, maxHeight=3035.4468377079006, powerType='Fuel', size=1.3991188096971188, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
1 {maxRange=54.97400323993166, maxFlightTime=34.44983397217982, cruiseSpeed=16.98231468644242, maxSpeed=14.559574070242096, loadCapacity=1.0279732479669588, maxHeight=226.10565477653185, powerType='Electric', size=2.1862648046697606, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=12.6009616447694, maxFlightTime=35.85934571586914, cruiseSpeed=7.12119553752554, maxSpeed=12.041363251325397, loadCapacity=4.721932787151381, maxHeight=387.83284540481907, powerType='Electric', size=1.1366293313890223, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=116.72841972305004, maxFlightTime=148.60389969986574, cruiseSpeed=345.8306778893616, maxSpeed=222.38766455471023, loadCapacity=34.446133299327045, maxHeight=4819.760792913717, powerType='Fuel', size=7.715981573170886, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=12.348125293428645}
1 {maxRange=10.724642837009199, maxFlightTime=59.19418174971172, cruiseSpeed=20.691272257068427, maxSpeed=34.05514137573997, loadCapacity=1.693049100133143, maxHeight=176.8418143100494, powerType='Electric', size=2.3239801657818684, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=53.5981611265819, maxFlightTime=70.39690726987298, cruiseSpeed=54.25718908149051, maxSpeed=131.0754797014195, loadCapacity=23.72797031431575, maxHeight=724.0155482776482, powerType='Fuel', size=2.696396688548024, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=5}
3 {maxRange=75.73171801640383, maxFlightTime=104.60042727496253, cruiseSpeed=76.73570206249805, maxSpeed=65.496054854714, loadCapacity=20.63141214539669, maxHeight=4183.055156508225, powerType='Fuel', size=5.22773947355389, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
4 {maxRange=80.77503413919312, maxFlightTime=84.02808309627018, cruiseSpeed=184.26031997964233, maxSpeed=431.5154985596109, loadCapacity=31.76315653439005, maxHeight=2115.2360129398194, powerType='Hybrid (Fuel + Electric)', size=3.6883163308775035, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6947.822950078666}
4 {maxRange=125.1007926341737, maxFlightTime=86.772843327082, cruiseSpeed=245.3520817069606, maxSpeed=118.75065616838603, loadCapacity=49.15374311726464, maxHeight=6599.232131828572, powerType='Hybrid (Fuel + Electric)', size=2.265022673434987, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2712.218421560284}
